claim_boundary_id,scope,applies_to_path,allowed_claims,forbidden_claims,requires_gate_for,authority_source_path,status,created_at,updated_at,notes
CB-NONBOTTOM-METRICDATA-WITNESS-SRC-GSC-POST-GATE-METRICFORMASSIGN-GEFF-CANDIDATE-OR-OBSTRUCTION-001,task,research_control/tasks/RT-20260614-216,Candidate Constructor may construct one draft/control source-side g_eff candidate record pending audit or return one precise OB-GEFF obstruction;no source-law adoption;no MetricData(E) adoption;no MetricFormAssign source-law adoption;no SigScaleCont source-law adoption;no checker proof authority;no arbitrary finite-DAG theorem;no g_eff adoption;no downstream GR promotion,canonical ontology TeX edit;source-law adoption;MetricFormAssign_src GSC adoption;SigScaleCont_src GSC adoption;BranchDisc_src GSC adoption;MetricData(E) adoption;checker proof authority;arbitrary finite-source-package witness theorem;arbitrary finite-DAG witness theorem;target topology import;target atlas import;target transition-map import;target metric import;Lorentzian signature import;proper time import;detector semantics import;benchmark success as proof;candidate reconstruction as proof;generated derivative as proof;registry metadata as proof;validator as proof;role as proof;handoff as proof;approval as proof;local cache as proof;file order as proof;commit status as proof;g_eff adoption;matter coupling claim;Einstein equations claim;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection,canonical ontology TeX edit;source-law adoption;MetricFormAssign_src GSC adoption;SigScaleCont_src GSC adoption;BranchDisc_src GSC adoption;MetricData(E) adoption;checker proof authority;arbitrary finite-DAG theorem;g_eff adoption;matter coupling adoption;Einstein equations adoption;benchmark promotion;benchmark Gate Chair closure;completed derivation;future source-extension impossibility claim;global theory rejection,research_control/tasks/RT-20260614-216/artifacts/245_NONBOTTOM_METRICDATA_WITNESS_SRC_GSC_POST_GATE_METRICFORMASSIGN_GEFF_CANDIDATE_OR_OBSTRUCTION.tex,active,2026-06-27T04:48:00Z,2026-06-27T04:48:00Z,Constructor boundary permits only draft/control candidate construction pending audit and preserves all downstream GR claim blocks
CB-PROJECT-SYSTEM-ROLE-PERSPECTIVE-DEFINITIONS-001,task,research_control/tasks/RT-20260622-013,Add descriptive perspective definitions for improve-project-system and Documentation Curator across control guidance and three source-backed publication stacks only;no role authority change;no role semantics change;no physics claim promotion,canonical ontology edit;benchmark promotion;Gate Chair verdict;science draft execution;physics claim promotion;completed derivation claim;source-law adoption;M_src adoption;downstream GR claim;role registration;role version change;role semantics change;validator behavior change;routing behavior change;checkpoint behavior change;write permission expansion;generated derivative authority expansion,ontology edit;benchmark promotion;Gate Chair verdict;physics claim;role registration;role version change;role semantics change;validator behavior change;routing behavior change;checkpoint behavior change;write permission expansion;generated-output authority expansion,research_control/tasks/RT-20260622-013/artifacts/role_perspective_definition_publication_sync_review.md,active,2026-06-27T14:12:48Z,2026-06-27T14:12:48Z,Perspective definitions are descriptive guidance only and not authority-bearing semantics
CB-APA7-ONTOLOGY-TITLE-REFERENCE-RETROFIT-BOUNDARY-001,task,research_control/tasks/RT-20260627-001,Record project-system authority stop for APA 7 ontology title/reference retrofit only;preserve Alexander Samuel Ricciardi Project Creator and GPT-5.4 GPT-5.5 disclosure as future guidance only;no TeX or PDF edits;no claim changes,canonical ontology edit;ontology/tex write;ontology/pdfs write;tex_shared write;legacy ontology edit;historical research-control TeX/PDF artifact edit;physics claim promotion;ontology status change;benchmark status change;Gate Chair verdict;completed derivation claim,ontology edit;PDF derivative rebuild;shared TeX fragment write;legacy ontology edit;historical artifact edit;physics claim;benchmark promotion;Gate Chair verdict;completed derivation,research_control/tasks/RT-20260627-001/artifacts/apa7_ontology_title_reference_retrofit_stop_rationale.md,active,2026-06-27T15:36:02Z,2026-06-27T15:36:02Z,No-op boundary record preserves the user attribution recommendation while requiring explicit source-format authority before implementation
CB-APA7-ONTOLOGY-TITLE-REFERENCE-RETROFIT-BOUNDARY-002,task,research_control/tasks/RT-20260627-002,Current-only source-format retrofit may add APA-style title pages standalone References section shared TeX fragments and managed PDF derivatives;Alexander Samuel Ricciardi Project Creator and GPT-5.4 GPT-5.5 disclosure are attribution/provenance presentation only;no article body or science changes,article body content change;scientific claim change;ontology status change;benchmark status change;Gate Chair verdict;derivational conclusion change;legacy ontology edit;historical research-control TeX/PDF artifact edit;physics claim promotion;completed derivation claim;permanent role registration,article body content change;science claim promotion;ontology status change;benchmark status change;Gate Chair verdict;derivational conclusion change;legacy ontology edit;historical artifact edit;permanent role registration,research_control/tasks/RT-20260627-002/artifacts/apa7_ontology_title_reference_retrofit_review.md,active,2026-06-27T15:57:16Z,2026-06-27T15:57:16Z,Human-gated boundary permits only current ontology source-format and managed derivative presentation changes
CB-CURRENT-ONTOLOGY-TITLE-PAGE-CORRECTION-001,task,research_control/tasks/RT-20260627-003,Current-only source-format correction may revise current ontology title-page labels and creator attribution presentation;Ontology prefix is reserved here for current ontology files;GR Derivation prefix remains future convention only;no article body or science changes,article body content change;scientific claim change;ontology status change;benchmark status change;Gate Chair verdict;derivational conclusion change;legacy ontology edit;historical research-control TeX/PDF artifact edit;physics claim promotion;completed derivation claim;permanent role registration;GR Derivation prefix addition to current files,article body content change;science claim promotion;ontology status change;benchmark status change;Gate Chair verdict;derivational conclusion change;legacy ontology edit;historical artifact edit;permanent role registration;GR Derivation prefix addition to current files,research_control/tasks/RT-20260627-003/artifacts/current_ontology_title_page_correction_review.md,active,2026-06-27T17:17:03Z,2026-06-27T17:17:03Z,Human-gated boundary permits only current ontology title-page source-format and managed derivative presentation changes
CB-PROJECT-SYSTEM-README-WEBSITE-FRONT-DOOR-001,task,research_control/tasks/RT-20260629-001,Add root README website under-development notice and align displayed project map with tracked repository surfaces only;no physics claim promotion;no role authority change;no validator behavior change;no routing behavior change;no generated derivative authority,canonical ontology edit;benchmark promotion;Gate Chair verdict;physics claim promotion;completed derivation claim;role contract change;role authority expansion;validator behavior change;routing behavior change;checkpoint behavior change;generated derivative authority;external website status as scientific authority,ontology edit;benchmark promotion;Gate Chair verdict;physics claim;role authority expansion;validator change;routing change;checkpoint change;generated-output authority expansion,research_control/tasks/RT-20260629-001/artifacts/readme_project_website_front_door_update_review.md,active,2026-06-29T01:52:00Z,2026-06-29T01:52:00Z,README website front-door boundary preserves documentation-only status and generated metadata as noncanonical
CB-V12-P0-T01-IMPLEMENTATION-PLAN-INTAKE-001,task,research_control/tasks/RT-20260629-029,Track the v12 implementation plan as implementation guidance only through a narrow ignore exception;create P0-T01 control receipts;handoff to P0-T02 baseline snapshot;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger change;implementation-plan tracking as physics evidence;baseline snapshot as physics evidence;handoff as physics evidence;generated graph as physics evidence;checker output as proof;metrics warning as proof;current_frontier as scientific proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;local cache as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;Distance-to-GR ledger change,research_control/tasks/RT-20260629-029/artifacts/p0_t01_implementation_plan_intake_receipt.yaml,active,2026-06-29T14:03:00Z,2026-06-29T14:03:00Z,V12 P0-T01 boundary permits only plan tracking and control receipts while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P0-T02-BASELINE-AUTHORITY-SNAPSHOT-001,task,research_control/tasks/RT-20260629-030,Create the v12 P0-T02 baseline authority snapshot as control evidence only;record post-v11 closure and post-P0-T01 live state;handoff to P0-T03 memory bootstrap;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger change;implementation-plan tracking as physics evidence;baseline snapshot as physics evidence;handoff as physics evidence;generated graph as physics evidence;checker output as proof;metrics warning as proof;current_frontier as scientific proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;local cache as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;Distance-to-GR ledger change,research_control/tasks/RT-20260629-030/artifacts/v12_p0_baseline_authority_snapshot.yaml,active,2026-06-29T14:23:00Z,2026-06-29T14:23:00Z,V12 P0-T02 boundary permits only baseline control evidence and handoff creation while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P0-T03-MEMORY-BOOTSTRAP-DISCOVERABILITY-001,task,research_control/tasks/RT-20260629-031,Register v12 plan and P0-T02 baseline summary as source-first control objects;regenerate retrieval derivatives;handoff to P1-T01 taxonomy design;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger change;implementation-plan source row as physics evidence;baseline summary as physics evidence;generated memory as physics evidence;generated wiki as physics evidence;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;current_frontier as scientific proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;Distance-to-GR ledger change,research_control/tasks/RT-20260629-031/artifacts/v12_p0_t03_memory_bootstrap_receipt.yaml,active,2026-06-29T14:40:03Z,2026-06-29T14:40:03Z,V12 P0-T03 boundary permits only source-first memory registration and generated retrieval refresh while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P1-T01-LAYERED-STATUS-TAXONOMY-DESIGN-001,task,research_control/tasks/RT-20260629-032,Design additive Distance-to-GR status layers and migration requirements only;map existing rows without scientific status change;handoff to P1-T02 ledger migration;no ledger CSV edit in P1-T01;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger CSV edit;implementation-plan as physics evidence;status-design artifact as physics evidence;generated memory as physics evidence;generated wiki as physics evidence;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;current_frontier as scientific proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;Distance-to-GR ledger CSV edit,research_control/tasks/RT-20260629-032/artifacts/p1_t01_status_taxonomy_design_receipt.yaml,active,2026-06-29T15:00:42Z,2026-06-29T15:00:42Z,V12 P1-T01 boundary permits only additive status-layer design and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P1-T02-LEDGER-SCHEMA-MIGRATION-001,task,research_control/tasks/RT-20260629-033,Append additive Distance-to-GR ledger status layers;preserve legacy current_status values and scientific meaning;update validator and focused tests;handoff to P1-T03 validator guard hardening;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;implementation-plan as physics evidence;migration report as physics evidence;generated memory as physics evidence;generated wiki as physics evidence;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;current_frontier as scientific proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-033/artifacts/distance_to_gr_layered_status_migration_report.md,active,2026-06-29T15:23:41Z,2026-06-29T15:23:41Z,V12 P1-T02 boundary permits only additive ledger schema migration validator compatibility and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P1-T03-LAYERED-LEDGER-VALIDATOR-GUARD-001,task,research_control/tasks/RT-20260629-034,Harden layered Distance-to-GR ledger validator guards;add focused negative fixtures;correct finite toy overread guard token;handoff to P1-T04 renderer update;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;implementation-plan as physics evidence;validator output as proof;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as physics evidence;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-034/DDR-20260629-034.md,active,2026-06-29T15:45:57Z,2026-06-29T15:45:57Z,V12 P1-T03 boundary permits only validator guard hardening focused tests and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P1-T04-CURRENT-FRONTIER-LAYERED-RENDERER-001,task,research_control/tasks/RT-20260629-035,Update current-frontier renderer to display layered Distance-to-GR statuses and overread guards;handoff to P1-T05 cross-check;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;implementation-plan as physics evidence;renderer output as proof;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as physics evidence;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-035/DDR-20260629-035.md,active,2026-06-29T16:13:30Z,2026-06-29T16:17:15Z,V12 P1-T04 boundary permits only current-frontier renderer tests and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P1-T05-LAYERED-STATUS-CROSS-CHECK-001,task,research_control/tasks/RT-20260629-036,Audit P1 layered Distance-to-GR status outputs;create P1 cross-check artifact;close P1 as representation and guard hardening only;handoff to P2-T01 canonical frontier theorem inventory schema design;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;implementation-plan as physics evidence;audit artifact as physics evidence;validator output as proof;renderer output as proof;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as physics evidence;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-036/artifacts/p1_layered_status_cross_check.md,active,2026-06-29T16:40:51Z,2026-06-29T16:46:27Z,V12 P1-T05 boundary permits only process-integrity audit P1 closure and P2-T01 handoff while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P2-T01-FRONTIER-THEOREM-INVENTORY-SCHEMA-001,task,research_control/tasks/RT-20260629-037,Design the frontier theorem inventory schema;register the schema as control source;prove representability of required frontier cases;handoff to P2-T02 source-location decision;no inventory population;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger edit;TeX physics source edit;implementation-plan as physics evidence;schema artifact as physics evidence;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as physics evidence;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-037/artifacts/p2_t01_frontier_theorem_inventory_schema_receipt.yaml,active,2026-06-29T17:08:47Z,2026-06-29T17:08:47Z,V12 P2-T01 boundary permits only schema design source registration and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P2-T02-FRONTIER-THEOREM-INVENTORY-SOURCE-LOCATION-001,task,research_control/tasks/RT-20260629-038,Select and register the frontier theorem inventory source location;create empty Markdown inventory source;handoff to P2-T03 inventory population;no inventory item population;no TeX inventory authority;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger edit;TeX physics source edit;implementation-plan as physics evidence;source-location decision as physics evidence;empty inventory source as physics evidence;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as canonical inventory;generated html as canonical inventory;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-038/artifacts/p2_t02_source_location_decision_receipt.yaml,active,2026-06-29T17:25:38Z,2026-06-29T17:25:38Z,V12 P2-T02 boundary permits only Option A source-location decision empty Markdown source registration and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P2-T03-FRONTIER-THEOREM-INVENTORY-POPULATION-001,task,research_control/tasks/RT-20260629-039,Populate the frontier theorem inventory from existing source-backed statuses;record 15 required items;handoff to P2-T04 validator or lint check;no new theorem statements;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger edit;TeX physics source edit;implementation-plan as physics evidence;inventory as physics evidence;inventory as proof authority;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as canonical inventory;generated html as canonical inventory;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-039/artifacts/p2_t03_frontier_theorem_inventory_population_receipt.yaml,active,2026-06-29T17:41:04Z,2026-06-29T17:41:04Z,V12 P2-T03 boundary permits only source-backed Markdown inventory population and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P2-T04-FRONTIER-THEOREM-INVENTORY-VALIDATOR-001,task,research_control/tasks/RT-20260629-040,Add validator coverage for the frontier theorem inventory;add focused fixture tests;handoff to P2-T05 reader summary;validator output is not physics evidence;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger edit;TeX physics source edit;implementation-plan as physics evidence;validator output as physics evidence;inventory validator as proof authority;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as canonical inventory;generated html as canonical inventory;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-040/artifacts/p2_t04_frontier_theorem_inventory_validator_receipt.yaml,active,2026-06-29T18:08:44Z,2026-06-29T18:08:44Z,V12 P2-T04 boundary permits only inventory validator tooling tests and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P2-T05-FRONTIER-INVENTORY-READER-SUMMARY-001,task,research_control/tasks/RT-20260629-041,Update the GR Derivation Roadmap reader surfaces with a frontier theorem inventory summary;name the canonical inventory source;state generated surfaces are noncanonical;handoff to P3-T01;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger edit;TeX physics source edit;implementation-plan as physics evidence;reader summary as physics evidence;frontier inventory summary as proof authority;generated memory as physics evidence;generated wiki as canonical inventory;generated html as canonical inventory;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-041/artifacts/p2_t05_frontier_inventory_reader_summary_receipt.yaml,active,2026-06-29T18:25:28Z,2026-06-29T18:25:28Z,V12 P2-T05 boundary permits only source-backed reader-surface summary and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
CB-V12-P3-T01-POST-V11-THEORETICAL-CONTINUATION-SELECTOR-001,task,research_control/tasks/RT-20260629-042,Select P4-T01 source-extension dependency extraction as first post-v12 objective;declare objective in tracked state;handoff to P4-T01;no physics claim promotion,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Gate Chair verdict;protected evidence-status change;Distance-to-GR ledger edit;TeX physics source edit;implementation-plan as physics evidence;route selection as physics evidence;dependency extraction as source-extension adoption;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as canonical inventory;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;Einstein equation derivation;benchmark promotion;benchmark Gate Chair closure;completed derivation claim;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;source-law adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict;physics claim promotion,research_control/tasks/RT-20260629-042/artifacts/p3_t01_post_v11_theoretical_continuation_selector.yaml,active,2026-06-29T18:51:58Z,2026-06-29T18:51:58Z,V12 P3-T01 boundary permits only post-v12 route selection P3-T02 objective declaration and generated synchronization while preserving all adoption matter-coupling stress-energy tensor matter-action detector-semantics Einstein-equation downstream GR and generated-output authority blocks
